rank,category,product_link,name,avg_rating,review link,rating_count,prime,Images
8,fashion,/DB-MOON-Dresses-Pleated-Pockets/dp/B07XCQXDNX/,            DB MOON Women Casual Long Sleeve Dresses Loose Plain Pleated Dress with Pockets        ,4.3 out of 5 stars,/product-reviews/B07XCQXDNX/,624,no prime,3
9,fashion,/Amazon-Essentials-Womens-Quarter-Zip-Pullover/dp/B07QTDHM5L/,            Amazon Essentials Women's Quarter-Zip Polar Fleece Pullover Jacket        ,4.4 out of 5 stars,/product-reviews/B07QTDHM5L/,143,prime,4
10,fashion,/HIYIYEZI-Women-Sleeve-Split-Casual/dp/B07XD53MGT/,            HIYIYEZI Fall Tops for Women Long Sleeve Side Split Casual Loose Tunic Top        ,4.6 out of 5 stars,/product-reviews/B07XD53MGT/,368,no prime,3
11,fashion,/Vibola-Messenger-Crossbody-Shoulder-Handbags/dp/B081V3HRPS/,            Vibola Bucket Bag for Women Large Messenger Bag Crossbody Purse and Shoulder Bag Tote Handbags Set W/Tassel Pendant (Black)        ,not found,not found,not found,no prime,5
12,fashion,/ANRABESS-Turtleneck-Batwing-Asymmetric-Pullover/dp/B07XMLR6TJ/,            ANRABESS Womens Turtleneck Long Batwing Sleeve Asymmetric Hem Casual Pullover Sweater Knit Tops        ,4.2 out of 5 stars,/product-reviews/B07XMLR6TJ/,46,no prime,5
13,fashion,/HARHAY-Womens-Leopard-Striped-Blouses/dp/B07Y6JSW91/,            HARHAY Women's Leopard Print Color Block Tunic Round Neck Long Sleeve Shirts Striped Causal Blouses Tops        ,4.7 out of 5 stars,/product-reviews/B07Y6JSW91/,122,prime,3
14,fashion,/Rachel-Zoes-Box-Of-Style/dp/B07ZPPYLVG/,            Rachel Zoe's Box Of Style        ,not found,not found,not found,no prime,1
15,fashion,/KIRUNDO-Turtleneck-Sweater-Sleeves-Pullover/dp/B07Z1FY2PD/,            KIRUNDO 2019 Winter Women’s Turtleneck Knit Sweater Long Sleeves Pullover Plaid Side Split Checked Outwear Loose Fit Tops        ,4.1 out of 5 stars,/product-reviews/B07Z1FY2PD/,38,prime,6
16,fashion,/Feiersi-Womens-Shoulder-Sweater-Pullover/dp/B07W3YXXFS/,            Feiersi Women's Off Shoulder Sweater Long Sleeve Loose Pullover Knit Jumper        ,4.6 out of 5 stars,/product-reviews/B07W3YXXFS/,470,no prime,7
17,fashion,/Amazon-Essentials-Boys-Water-Resistant-Snow/dp/B07PZ8MCK5/,            Amazon Essentials Boys' Water-Resistant Snow Bib        ,4.9 out of 5 stars,/product-reviews/B07PZ8MCK5/,83,prime,3
18,fashion,/Amazon-Essentials-Womens-Standard-Heavy-Weight/dp/B07Q1DFWZ9/,            Amazon Essentials Women's Heavy-Weight Hooded Puffer Coat        ,4.6 out of 5 stars,/product-reviews/B07Q1DFWZ9/,66,prime,4
19,fashion,/sloong-Sunshine-Engraved-Necklace-Sunflower/dp/B07XCKCMXD/,            sloong You are My Sunshine Engraved Necklace Thanksgiving Necklace Sunflower Locket Necklace        ,3.7 out of 5 stars,/product-reviews/B07Z3BM1B1/,58,prime,7
20,fashion,/KIRUNDO-Sweater-Sleeves-Stitching-Pullovers/dp/B07XFCZNXG/,            KIRUNDO Women’s Strip Color Block Short Sweater Long Sleeves Stitching Color Round Neck Loose Pullovers Jumper Tops        ,4.3 out of 5 stars,/product-reviews/B07XFCZNXG/,160,prime,7
21,fashion,/HOTUEEN-Fashion-Double-Breasted-Woolen/dp/B081Z79DBH/,            HOTUEEN Women Fashion Double Breasted Woolen Long Coat Wool & Blends        ,not found,not found,not found,no prime,6
22,fashion,/Vibola-Messenger-Crossbody-Shoulder-Handbags/dp/B081V83VZV/,            Vibola Bucket Bag for Women Large Messenger Bag Crossbody Purse and Shoulder Bag Tote Handbags Set W/Tassel Pendant (Gray)        ,not found,not found,not found,no prime,5
23,fashion,/Christmas-Earrings-Holiday-Jewelry-Womens/dp/B081LHRB6B/,            Christmas Earrings Holiday Jewelry for Womens Girls - Christmas Earrings Crystal Studs Xmas Reindeer Luxury Earing Clear Cubic Stud Hypoallergenic Cute Earrings        ,5.0 out of 5 stars,/product-reviews/B081LHKSH9/,1,no prime,3
24,fashion,/Blanket-Oversized-Cashmere-Pashmina-replica/dp/B07X13D8XG/,"            Classic Plaid Blanket Scarf, Cashmere Feeling, Cozy Warm for Winter        ",4.5 out of 5 stars,/product-reviews/B07YL1DPV2/,57,prime,7
25,fashion,/Amazon-Essentials-Womens-Standard-Mid-Length/dp/B07N8FKDHM/,            Amazon Essentials Women's  Mid-Length Plush Robe        ,4.3 out of 5 stars,/product-reviews/B07N8FKDHM/,41,no prime,4
26,fashion,/Alepo-Womens-Winter-Beanie-Knitted/dp/B07WC1MS3L/,"            Alepo Womens Winter Beanie Hat, Warm Fleece Lined Knitted Soft Ski Cuff Cap with Pom Pom        ",4.9 out of 5 stars,/product-reviews/B07YYD7WPJ/,565,prime,7
27,fashion,/Amazon-Essentials-Toddler-Zip-Front-Sleeper/dp/B07QC8WBCN/,            Amazon Essentials Kids' Baby and Toddler Zip-Front Footed Sleeper        ,4.4 out of 5 stars,/product-reviews/B07QC8WBCN/,100,prime,5
28,fashion,/Amazon-Essentials-Heavy-Weight-Hooded-Puffer/dp/B07Q2GYL4Z/,            Amazon Essentials Boy's Heavy-Weight Hooded Puffer Coat        ,4.8 out of 5 stars,/product-reviews/B07Q2GYL4Z/,65,prime,4
29,fashion,/BALEAF-Leggings-Thermal-Waisted-Pockets/dp/B07WPB4KGR/,            BALEAF Women's Fleece Lined Leggings Winter Yoga Leggings Thermal High Waisted Pocketed Pants        ,4.5 out of 5 stars,/product-reviews/B07WPB4KGR/,41,prime,7
30,fashion,/KORSIS-Womens-Sleeve-Pleated-Pockets/dp/B07SPYTG4Z/,            KORSIS Women's Long Sleeve Pleated Loose Swing Casual Dress with Pockets        ,4.5 out of 5 stars,/product-reviews/B07SPYTG4Z/,531,no prime,6
31,fashion,/Dealswin-Watching-Christmas-Movies-Novelty/dp/B07Y9C9R6D/,"            Dealswin Women Watching Christmas Movies Socks, If You Can Read This Funny Dress Socks        ",4.6 out of 5 stars,/product-reviews/B07Y9LFHWH/,31,no prime,6
32,fashion,/iClosam-Matching-Christmas-Pajamas-Sleepwear/dp/B07YCP8ZTK/,            iClosam Matching Family Christmas Pajamas Set Holiday Pajamas Sleepwear Mom Dad PJs        ,4.1 out of 5 stars,/product-reviews/B07YCP8ZTK/,33,no prime,7
33,fashion,/Amazon-Essentials-Pullover-Hoodie-Sweatshirt/dp/B07Q2H7Y2T/,            Amazon Essentials Girl's Pullover Hoodie Sweatshirt        ,4.7 out of 5 stars,/product-reviews/B07Q2H7Y2T/,19,prime,3
34,fashion,/Amazon-Essentials-Womens-Classic-Fit-T-Shirt/dp/B07R4CN67Y/,            Amazon Essentials Women's Classic-Fit 3/4 Sleeve V-Neck T-Shirt        ,4.3 out of 5 stars,/product-reviews/B07R4CN67Y/,53,prime,4
35,fashion,/aihihe-Womens-Tops-Pullovers-Sweatshirt/dp/B07ZNNYST3/,            aihihe Womens Long Sleeve Tunic Tops Pullovers Sweatshirt Merry Christmas Letter Plaid Print Blouses T-Shirt Tees        ,5.0 out of 5 stars,/product-reviews/B07ZNNYST3/,1,no prime,4
36,fashion,/Amazon-Essentials-Boys-Thermal-Underwear/dp/B07QFBGF4V/,            Amazon Essentials Boy's Thermal Long Underwear Set        ,4.5 out of 5 stars,/product-reviews/B07QFBGF4V/,29,prime,3
37,fashion,/Vibola-Messenger-Crossbody-Shoulder-Handbags/dp/B081V88C7Z/,            Vibola Bucket Bag for Women Large Messenger Bag Crossbody Purse and Shoulder Bag Tote Handbags Set W/Tassel Pendant (Pink)        ,not found,not found,not found,no prime,4
38,fashion,/Jackson-Baltimore-Ravens-Jersey-Womens/dp/B081HWB8YS/,            Lamar Jackson Baltimore Ravens #8 Game Jersey Men's/Women's/Youth        ,not found,not found,not found,no prime,2
39,fashion,/Scrunchies-Extensions-Ponytail-Accessories-Blonde/dp/B07X2952B4/,            Messy Bun Hair Piece Thick Updo Scrunchies Hair Extensions Ponytail Hair Accessories for Women Ladies Girls        ,4.0 out of 5 stars,/product-reviews/B07Y346FLN/,39,prime,7
40,fashion,/Amazon-Essentials-Lightweight-Mockneck-Sweater/dp/B07QHFZ1JV/,            Amazon Essentials Women's Lightweight Mockneck Sweater        ,4.2 out of 5 stars,/product-reviews/B07QHFZ1JV/,65,no prime,4
41,fashion,/ViCherub-Thermal-Underwear-Fleece-Winter/dp/B07ZW19ZJ4/,            ViCherub Men's Thermal Underwear Set Fleece Lined Long Johns Winter Base Layer Top & Bottom 2 Sets for Men        ,4.9 out of 5 stars,/product-reviews/B07ZW19ZJ4/,288,no prime,7
42,fashion,/Peepers-PeeperSpecs-Filtering-Glasses-Oprahs-Polarized/dp/B07YLJR5T8/,            Peepers by PeeperSpecs Women's Bravado Blue Light Filtering Reading Glasses-Oprah's Favorite Things 2019        ,3.6 out of 5 stars,/product-reviews/B081FW33VT/,24,prime,7
43,fashion,/Valentines-Engagement-Wedding%EF%BC%8C-Classics-Titanium/dp/B07Y754FGW/,            WERT-KY Love Rings Promise with Screw Design Best Gifts for Love with Valentine's Day Promise Engagement Wedding， Women's 4mm Fashion Classics Titanium Steel Silver Ring        ,4.5 out of 5 stars,/product-reviews/B07Y754FGW/,45,prime,7
44,fashion,/Gaoye-Computer-Blocking-Lightweight-Black-Clear/dp/B07YS8RKCD/,"            Gaoye Progressive Multifocus Reading Glasses Blue Light Blocking for Women Men,No Line Multifocal Readers with Spring Hinge        ",4.3 out of 5 stars,/product-reviews/B07XC5BHGY/,144,prime,7
45,fashion,/Amazon-Essentials-Standard-Straight-fit-5-Pocket/dp/B07P2D72P1/,            Amazon Essentials Men's Straight-Fit 5-Pocket Stretch Twill Pant        ,4.7 out of 5 stars,/product-reviews/B07P2D72P1/,23,prime,3
46,fashion,/Hypoallergenic-Earrings-Sterling-Silver-Unicorn/dp/B07XCJVP76/,            Hypoallergenic Stud Earrings for Girls Women S925 Sterling Silver Love Heart Cute Animal CZ Unicorn Gifts for Girl Women        ,3.8 out of 5 stars,/product-reviews/B07XCJVP76/,98,prime,7
47,fashion,/KeaBabies-Baby-Socks-Blue-Craft/dp/B07R288JYP/,            Baby Non Slip Grip Toddler Socks - Ergonomic Anti Skid Sole Grips For Boys Girls Toddlers Kids Infant - 12-36 Months Soft & Breathable Cotton Socks Set For Baby Boy Kid (Blue Craft)        ,5.0 out of 5 stars,/product-reviews/B07R288JYP/,16,prime,7
48,fashion,/Amazon-Essentials-Boys-Polar-Fleece/dp/B07Q2H6X9P/,            Amazon Essentials Boy's Polar Fleece Vest        ,4.8 out of 5 stars,/product-reviews/B07Q2H6X9P/,49,prime,3
49,fashion,/Shoelaces-Adults-Tieless-Strings-Elastic/dp/B07XC83KVW/,"            3 Pairs Elastic No Tie Shoelaces for Kids, Adults, Toddler, Sneakers Tieless Shoe Strings Laceless Lazy Shoe Laces        ",4.4 out of 5 stars,/product-reviews/B07XGCGM5K/,42,prime,7
50,fashion,/Yaffi-Matching-Pajamas-Christmas-Loungewear/dp/B081C2GSNS/,            Yaffi Matching Family Pajamas Sets Christmas PJ's with Letter and Plaid Printed Long Sleeve Tee and Pants Loungewear        ,4.9 out of 5 stars,/product-reviews/B081C2GSNS/,24,no prime,7
51,fashion,/Wallets-Blocking-Minimalist-Pocket-Leather/dp/B07WR9RCVD/,            Slim Wallets for Men with RFID Blocking & Minimalist Mens Front Pocket Wallet Leather        ,4.8 out of 5 stars,/product-reviews/B081STXWKH/,348,prime,7
52,fashion,/Pvendor-Thermal-Heated-Extreme-Insulated/dp/B0814PMQRF/,"            Pvendor Thermal Socks for Men, 2 Pairs of Heated Socks for Women, Boys Socks Extreme Cold Insulated Fuzzy Winter Socks        ",4.8 out of 5 stars,/product-reviews/B0814PMQRF/,117,no prime,7
53,fashion,/Vibola-Messenger-Crossbody-Shoulder-Handbags/dp/B081V6GF2Q/,            Vibola Bucket Bag for Women Large Messenger Bag Crossbody Purse and Shoulder Bag Tote Handbags Set W/Tassel Pendant (Blue)        ,not found,not found,not found,no prime,5
54,fashion,/Maya-Eternity-Ring-Emerald-Cut-Fashioned/dp/B07XTPJ87T/,"            Maya J Eternity Ring - Emerald-Cut, with Artisan Fashioned Gemstones        ",4.2 out of 5 stars,/product-reviews/B07XTPJ87T/,33,prime,7
55,fashion,/Abollria-Matching-Christmas-Striped-Sleepwear/dp/B07Z643W6L/,            Abollria Matching Family Christmas Cotton Striped Pajamas Set Sleepwear PJS Set for Women/Men/Boys/Girls        ,4.9 out of 5 stars,/product-reviews/B07Z643W6L/,13,no prime,6
56,fashion,/Amazon-Essentials-Womens-Aola-Ankle/dp/B07PKDFCTQ/,            Amazon Essentials Women's Microsuede Ankle Boot        ,4.3 out of 5 stars,/product-reviews/B07PKDFCTQ/,29,prime,7
57,fashion,/POPYOUNG-Womens-Sleeve-Dresses-Casual/dp/B07XXTF55B/,            POPYOUNG Women's Long Sleeve T Shirt Dresses Casual Swing Dress        ,4.3 out of 5 stars,/product-reviews/B07XXTF55B/,119,no prime,4
58,fashion,/POKARLA-Womens-Cotton-Underwear-Hipster/dp/B07X9V6HZX/,            POKARLA Women's High Waist Cotton Underwear Soft Hipster Briefs        ,4.7 out of 5 stars,/product-reviews/B07X9V6HZX/,69,no prime,7
59,fashion,/Uniq-Fliker-Princess-Costume-Comfort/dp/B081GY8J9L/,            Uniq Fliker Princess Dress Costume for Little Girl’s Comfort in Mind Elegant Style        ,5.0 out of 5 stars,/product-reviews/B081GY8J9L/,5,prime,7
60,fashion,/WEACZZY-Womens-Sleeve-Button-Casual/dp/B07V5QLN4T/,            WEACZZY Womens Long Sleeve Button Cowl Neck Casual Loose Tunic Tops Blouse        ,4.5 out of 5 stars,/product-reviews/B07V5QLN4T/,237,no prime,5
61,fashion,/wewett-Titanium-Bracelet-Bracelets-Valentines/dp/B07ZYTKM93/,            wewett Titanium Steel Love Bracelet for Women Cuff Bracelets Valentines Wedding Couples Bracelets - Screw Bracelets for Girls Adults Girlfriend Birthday Gifts        ,4.4 out of 5 stars,/product-reviews/B07ZYSSCFN/,19,prime,7
62,fashion,/Star-Wars-Mandalorian-Child-T-Shirt/dp/B081W8GKMJ/,            Star Wars The Mandalorian The Child Cute Scene T-Shirt        ,not found,not found,not found,prime,2
63,fashion,/Amazon-Essentials-Girls-Water-Resistant-Snow/dp/B07PZ8MF4N/,            Amazon Essentials Girls' Water-Resistant Snow Bib        ,4.8 out of 5 stars,/product-reviews/B07PZ8MF4N/,88,prime,3
64,fashion,/Womens-Sneaker-Fashion-Classic-Walking/dp/B081JQX8H6/,            Women’s Low Top Sneaker Fashion Lace up Canvas Shoes Classic Walking Shoes        ,4.2 out of 5 stars,/product-reviews/B081JQX8H6/,6,no prime,7
65,fashion,/Amazon-Essentials-Womens-Standard-Heavy-Weight/dp/B07PZ8LJR2/,            Amazon Essentials Women's Mid-Weight Puffer Vest        ,4.4 out of 5 stars,/product-reviews/B07PZ8LJR2/,68,prime,3
66,fashion,/Whenever-Overwhelmed-Remember-Straighten-Inspirational/dp/B07YCS1Z8X/,"            Whenever You Feel Overwhelmed Remember Whose Straighten Your Crown Bracelet, Engraved Inspirational Bracelets Personalized Gift for Mom, Daughter, Granddaughter, Sister, Best Friend, Women and Girls        ",5.0 out of 5 stars,/product-reviews/B07YCRQKZ5/,40,prime,7
67,fashion,/Hypoallergenic-Earrings-Colorful-Christmas-Rainbow/dp/B07Y9P37M8/,"            Hypoallergenic Earrings for Girls Kids, 32 Pairs Colorful Stud Christmas Earrings, Animal Alpaca Rainbow Unicorn Cute Earring Jewelry Set Gifts for Girls Kids Women        ",4.6 out of 5 stars,/product-reviews/B07Y9P37M8/,61,prime,7
68,fashion,/Earrings-Bohemian-Birthday-Christmas-Friendship/dp/B07YYX1Y1H/,            36 Pairs Fashion Tassel Earrings Set for Women Girls Bohemian Acrylic Hoop Stud Drop Dangle Earring Leather Leaf Earrings for Birthday/Party/Christmas/Friendship Gifts        ,4.4 out of 5 stars,/product-reviews/B07YYX1Y1H/,30,prime,7
69,fashion,/Jumping-Beans-Toddler-Christmas-Graphic/dp/B07XLV9FBC/,            Jumping Beans Toddler Boys 2T-5T Grinch Christmas Graphic Tee        ,4.8 out of 5 stars,/product-reviews/B07XLV9FBC/,6,prime,1
70,fashion,/Saying-Novelty-Christmas-Cotton-Womens/dp/B07Z9Z4K39/,            Funny Saying Socks If You Can Read This Novelty Socks Funny Socks Christmas Cotton Socks for Men Womens        ,4.1 out of 5 stars,/product-reviews/B07XHJV7ZQ/,21,prime,7
71,fashion,/Amazon-Essentials-Standard-Midweight-Crewneck/dp/B07NYBK99P/,            Amazon Essentials Men's Midweight Crewneck Sweater        ,4.1 out of 5 stars,/product-reviews/B07NYBK99P/,82,prime,5
72,fashion,/Winter-Mitten-Toddler-Newborn-Thermal/dp/B07WMFWWWK/,"            Winter Mitten Gloves For Baby Kids Toddler Infant Newborn, Cute Warm Fleece Lined Knit Thick Thermal Gloves For Boys Girls        ",4.8 out of 5 stars,/product-reviews/B081SQ42N2/,157,prime,7
73,fashion,/Amazon-Essentials-Standard-Fisherman-Crewneck/dp/B07QB4PPSX/,            Amazon Essentials Women's Fisherman Cable Crewneck Sweater        ,4.5 out of 5 stars,/product-reviews/B07QB4PPSX/,56,prime,4
74,fashion,/Dearfoams-Family-Collection-Closed-Slipper/dp/B07YGKS4HL/,            Dearfoams Family Collection Baby Bear Plaid Closed Back Slipper        ,4.5 out of 5 stars,/product-reviews/B07YGKS4HL/,2,no prime,7
75,fashion,/Amazon-Essentials-Girls-Thermal-Underwear/dp/B07QGGSF3K/,            Amazon Essentials Girl's Thermal Long Underwear Set        ,5.0 out of 5 stars,/product-reviews/B07QGGSF3K/,18,prime,2
76,fashion,/Amazon-Essentials-Lightweight-Crewneck-Sweater/dp/B07QC4HK2Y/,            Amazon Essentials Women's Lightweight Cable Crewneck Sweater        ,4.7 out of 5 stars,/product-reviews/B07QC4HK2Y/,30,prime,4
77,fashion,/Cosonsen-Womens-Shoulder-Sleeve-Blouse/dp/B07ZCSP8K2/,            Cosonsen Women's Off Shoulder Top Long Sleeve Plaid Tee Shirt Blouse        ,4.2 out of 5 stars,/product-reviews/B07ZCSP8K2/,79,prime,5
78,fashion,/Amazon-Essentials-Standard-Cotton-Cardigan/dp/B07NZ8TBN1/,            Amazon Essentials Men's Cotton Sweater Cardigan        ,4.5 out of 5 stars,/product-reviews/B07NZ8TBN1/,131,prime,5
79,fashion,/Amazon-Essentials-Standard-Pullover-Sweatshirt/dp/B07P5RW5XY/,            Amazon Essentials Men's Sherpa Lined Pullover Hoodie Sweatshirt        ,4.3 out of 5 stars,/product-reviews/B07P5RW5XY/,43,prime,5
80,fashion,/JOYIN-Pairs-Christmas-Holiday-Birthday/dp/B07YMSBSW6/,"            JOYIN 12 Pairs Warm Fuzzy Christmas Socks Set for Christmas, Holiday or Birthday Gift        ",5.0 out of 5 stars,/product-reviews/B07YMSBSW6/,8,prime,6
81,fashion,/Amazon-Essentials-Boys-Water-Resistant-Snow/dp/B07Q2GZWYY/,            Amazon Essentials Boys' Water-Resistant Snow Pant        ,4.7 out of 5 stars,/product-reviews/B07Q2GZWYY/,57,prime,3
82,fashion,/Gnpolo-Watching-Christmas-Movies-Channel/dp/B07ZJBMD8W/,            Gnpolo If You Can Read This I Am Watching Christmas Movies Socks Funny Channel Socks        ,5.0 out of 5 stars,/product-reviews/B07YW946K6/,1,prime,1
83,fashion,/lamibaby-Leopard-T-Shirt-Crewneck-Stretchy/dp/B07XJMHKY2/,            lamibaby Women's Casual Tops Leopard Print T-Shirt Basic with Crewneck Long Sleeve Soft Stretchy Blouse        ,4.5 out of 5 stars,/product-reviews/B07XJMHKY2/,180,no prime,7
84,fashion,/BTFBM-Leopard-Sweater-Pockets-Cardigan/dp/B07XF2D8X4/,            BTFBM Women Chic Leopard Print Cozy Sweater Pockets Button Down Open Front Loose Knitted Long Cardigan with Sleeves        ,4.3 out of 5 stars,/product-reviews/B07XF2D8X4/,165,prime,7
85,fashion,/Womens-Thermal-Underwear-Fleece-Thermals/dp/B08134KX2C/,            Womens Thermal Underwear Set Long Johns with Fleece Lined Ultra Soft Top & Bottom Base Layer Thermals for Women        ,5.0 out of 5 stars,/product-reviews/B08134KX2C/,285,no prime,7
86,fashion,/ZESICA-Womens-Sweatshirt-Pullover-Pockets/dp/B07XGQMTYH/,            ZESICA Women's Plaid Long Sleeve Zipper Sherpa Fleece Sweatshirt Pullover Jacket Coat with Pockets        ,4.4 out of 5 stars,/product-reviews/B07XGQMTYH/,46,no prime,3
87,fashion,/MEROKEETY-Womens-Sleeve-Sweater-Pullover/dp/B07Y55K6JN/,            MEROKEETY Women's Long Sleeve Waffle Knit Sweater Crew Neck Solid Color Pullover Jumper Tops        ,4.1 out of 5 stars,/product-reviews/B07Y55K6JN/,50,no prime,7
88,fashion,/POSHDIVAH-Waisted-Control-Workout-Leggings/dp/B07XXYL3Y6/,            POSHDIVAH Ultra Soft Yoga Pants for Women High Waisted Tummy Control Workout Leggings with Pockets        ,4.8 out of 5 stars,/product-reviews/B07XXYL3Y6/,43,no prime,7
89,fashion,/IEFSHINY-Whenever-Overwhelmed-Straighten-Inspirational/dp/B07ZNFTGG2/,"            Whenever You Feel Overwhelmed Remember Whose Straighten Your Crown Bracelet, Engraved Inspirational Bracelets Personalized Gift for Mom, Daughter, Granddaughter, Sister, Best Friend, Girls and Women        ",5.0 out of 5 stars,/product-reviews/B07ZNGN6YK/,5,prime,6
90,fashion,/KIRUNDO-Sweatshirt-Sleeves-Pullover-Sweaters/dp/B07X38FGGL/,            KIRUNDO 2019 Women’s Solid Sporty Sweatshirt Crew Neck Long Sleeves Pullover Ribbed Cuffs Hems Sweaters Outwear        ,3.9 out of 5 stars,/product-reviews/B07X38FGGL/,111,prime,5
91,fashion,/Acilnxm-Lightweight-Raincoats-Waterproof-Outdoor/dp/B07Z33J51Z/,            Acilnxm Womens Lightweight Hooded Raincoats Waterproof Active Outdoor Rain Jacket        ,5.0 out of 5 stars,/product-reviews/B07Z33J51Z/,4,no prime,5
92,fashion,/Dearfoams-Womens-Family-Collection-Slipper/dp/B081FR3S6J/,            Dearfoams Women's Family Collection Mama Bear Plaid Clog Slipper        ,5.0 out of 5 stars,/product-reviews/B081FR3S6J/,1,no prime,7
93,fashion,/WEKILI-Womens-Sleeve-Sweatshirt-Pockets/dp/B07X8RL16S/,            WEKILI Women's Color Block Long Sleeve Tunic Tops Crew Neck Sweatshirt Pockets Loose Casual Blouse Shirts        ,4.2 out of 5 stars,/product-reviews/B07X8RL16S/,95,no prime,3
94,fashion,/UPSOLO-Trekking-Resistant-Anti-Slip-Lightweight/dp/B07XQYR1Y5/,            UPSOLO Mens Winter Trekking Snow Boots Water Resistant Shoes Anti-Slip Fully Fur Lined Casual Lightweight Hiking Boots        ,4.8 out of 5 stars,/product-reviews/B07XQYR1Y5/,94,no prime,7
95,fashion,/Akihoo-Womens-Casual-Sleeve-Leopard/dp/B07YX6BJ8Q/,            Akihoo Women's Casual Long Sleeve Leopard Print Tops Cowl Neck Raglan Shirts        ,4.3 out of 5 stars,/product-reviews/B07YX6BJ8Q/,15,prime,7
96,fashion,/Amazon-Essentials-Standard-10-Pack-Cushioned/dp/B07Q34FPVN/,            Amazon Essentials Men's 10-Pack Cotton Half Cushioned Crew Socks        ,4.4 out of 5 stars,/product-reviews/B07Q34FPVN/,51,prime,1
97,fashion,/GERBER-Baby-2-Pack-Footed-Unionsuit/dp/B07Z5NMNHJ/,            GERBER Baby Boys 2-Pack Footed Unionsuit        ,4.8 out of 5 stars,/product-reviews/B07Z5NMNHJ/,5,no prime,5
98,fashion,/Christmas-Leather-Earrings-Teardrop-Accessory/dp/B07Z1C12DK/,            Christmas Faux Leather Earrings for Women Teardrop Dangle Earrings Petal Drop Earrings Xmas Jewelry Accessory        ,4.9 out of 5 stars,/product-reviews/B07Z1C12DK/,21,prime,7
99,fashion,/Rockia-Beanie-Unisex-Outdoor-Juniors/dp/B081Q1ZP5G/,            Rockia Women Knit Wool Beanie with Fur Pom Poms Unisex Ski Cap Outdoor Thick Knit Hat Caps Skull for Teen Girls Juniors        ,not found,not found,not found,no prime,4
100,fashion,/DREAM-PAIRS-Platform-Sneakers-Booties/dp/B07YRJ4DM6/,            DREAM PAIRS Women’s Platform Wedge Sneakers Ankle Booties        ,4.4 out of 5 stars,/product-reviews/B07YRJ4DM6/,59,no prime,7
1,electronics,/Fire-HD-10/dp/B07K1RZWMC/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black        ",4.3 out of 5 stars,/product-reviews/B07K1RZWMC/,"1,037",prime,7
2,electronics,/Echo-Dot-3rd-Gen-speaker/dp/B07W95GZNH/,            Echo Dot (3rd Gen) - Smart speaker with Alexa - Plum        ,4.6 out of 5 stars,/product-reviews/B07W95GZNH/,"76,531",prime,7
3,electronics,/Echo-Dot/dp/B07N8RPRF7/,            All-new Echo Dot (3rd Gen) - Smart speaker with clock and Alexa - Sandstone        ,4.6 out of 5 stars,/product-reviews/B07N8RPRF7/,"76,531",prime,7
4,electronics,/Echo-Show-8/dp/B07PF1Y28C/,"            Introducing Echo Show 8 - HD 8"" smart display with Alexa - Charcoal        ",4.2 out of 5 stars,/product-reviews/B07PF1Y28C/,36,prime,7
5,electronics,/Roku-Express-Streaming-Media-Player/dp/B07WVFCVJN/,            Roku Express HD Streaming Media Player 2019        ,4.5 out of 5 stars,/product-reviews/B07WVFCVJN/,516,prime,6
6,electronics,/all-new-fire-tv-cube-with-alexa-voice-remote/dp/B07KGVB6D6/,"            All-new Fire TV Cube, hands-free with Alexa built in, 4K Ultra HD, streaming media player, released 2019        ",4.2 out of 5 stars,/product-reviews/B07KGVB6D6/,570,prime,6
7,electronics,/Fire-HD-10/dp/B07KD6YDKC/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Twilight Blue        ",4.3 out of 5 stars,/product-reviews/B07KD6YDKC/,"1,037",prime,7
8,electronics,/Xbox-All-Digital-Console-Disc-free-Gaming/dp/B07XQXZXJC/,            Xbox One S 1TB All-Digital Edition Console (Disc-free Gaming)        ,4.7 out of 5 stars,/product-reviews/B07XQXZXJC/,15,prime,6
9,electronics,/Fire-HD-10/dp/B07KD8R6HD/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Plum        ",4.3 out of 5 stars,/product-reviews/B07KD8R6HD/,"1,037",prime,7
10,electronics,/Remote-months-SHOWTIME-automatic-renewal/dp/B0815V22GJ/,            Fire TV Stick with Alexa Voice Remote plus 2 months of SHOWTIME (with automatic renewal)        ,4.5 out of 5 stars,/product-reviews/B0815V22GJ/,"49,893",no prime,6
11,electronics,/clock-Sandstone-Bundle-TP-Link-simple/dp/B07Z4GFFMW/,            Echo Dot with clock (Sandstone) Bundle with TP-Link simple set up smart plug        ,4.6 out of 5 stars,/product-reviews/B07Z4GFFMW/,"76,529",prime,6
12,electronics,/Fire-HD-10/dp/B07KD6BTCZ/,"            All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – White        ",4.3 out of 5 stars,/product-reviews/B07KD6BTCZ/,"1,037",prime,7
13,electronics,/Fire-HD-10-Kids-Edition/dp/B07KD7K4B1/,"            All-New Fire HD 10 Kids Edition Tablet – 10.1” 1080p full HD display, 32 GB, Blue Kid-Proof Case        ",4.4 out of 5 stars,/product-reviews/B07KD7K4B1/,79,prime,6
